location_type,wind,distance,scientific_name,aou_code,date,disturbance,pif_watchlist_status,initial_three_min_cnt,sub_unit_code,humidity,temperature,end_time,id_method,sky,acceptedtsn,start_time,common_name,regional_stewardship_status,flyover_observed,interval_length,sex,admin_unit_code,plot_name,year,observer,visit
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Passerina cyanea,INBU,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179150.0,06:56:00,Indigo Bunting,True,False,0-2.5 min,Male,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179124.0,06:56:00,Northern Cardinal,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Thryothorus ludovicianus,CARW,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,178581.0,06:56:00,Carolina Wren,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Thryothorus ludovicianus,CARW,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,178581.0,06:56:00,Carolina Wren,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Setophaga striata,BLPW,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,950041.0,06:56:00,Blackpoll Warbler,False,False,0-2.5 min,Male,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Molothrus ater,BHCO,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179112.0,06:56:00,Brown-headed Cowbird,False,False,0-2.5 min,Male,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Zenaida macroura,MODO,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,177125.0,06:56:00,Mourning Dove,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Molothrus ater,BHCO,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Visualization,Cloudy/Overcast,179112.0,06:56:00,Brown-headed Cowbird,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Icterus galbula,BAOR,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179083.0,06:56:00,Baltimore Oriole,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,,Corvus ossifragus,FICR,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Visualization,Cloudy/Overcast,179737.0,06:56:00,Fish Crow,False,True,5 - 7.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Myiarchus crinitus,GCFL,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Calling,Cloudy/Overcast,178309.0,06:56:00,Great Crested Flycatcher,False,False,5 - 7.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Turdus migratorius,AMRO,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Calling,Cloudy/Overcast,179759.0,06:56:00,American Robin,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,,Cathartes aura,TUVU,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Visualization,Cloudy/Overcast,175265.0,06:56:00,Turkey Vulture,False,True,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179124.0,06:56:00,Northern Cardinal,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Tyrannus tyrannus,EAKI,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,178279.0,06:56:00,Eastern Kingbird,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Melanerpes carolinus,RBWO,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Calling,Cloudy/Overcast,178195.0,06:56:00,Red-bellied Woodpecker,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Spizella pusilla,FISP,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179443.0,06:56:00,Field Sparrow,True,False,2.5 - 5 min,Male,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Pipilo erythrophthalmus,EATO,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,179276.0,06:56:00,Eastern Towhee,True,False,0-2.5 min,Male,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Spizella passerina,CHSP,2018-05-22,Slight effect on count,False,True,,80.3000030517578,19.7999992370605,07:06:00,Visualization,Cloudy/Overcast,179435.0,06:56:00,Chipping Sparrow,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light air movement (1-3 mph) smoke drifts,50 - 100 Meters,Baeolophus bicolor,ETTI,2018-05-22,Slight effect on count,False,False,,80.3000030517578,19.7999992370605,07:06:00,Singing,Cloudy/Overcast,554138.0,06:56:00,Eastern Tufted Titmouse,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0028,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Spizella pusilla,FISP,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179443.0,06:39:00,Field Sparrow,True,False,0-2.5 min,Male,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Zenaida macroura,MODO,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Visualization,Cloudy/Overcast,177125.0,06:39:00,Mourning Dove,False,False,5 - 7.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Molothrus ater,BHCO,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Visualization,Cloudy/Overcast,179112.0,06:39:00,Brown-headed Cowbird,False,False,5 - 7.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Ammodramus savannarum,GRSP,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179333.0,06:39:00,Grasshopper Sparrow,False,False,7.5 - 10 min,Male,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,,Branta canadensis,CANG,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Visualization,Cloudy/Overcast,174999.0,06:39:00,Canada Goose,False,True,2.5 - 5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Spizella passerina,CHSP,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179435.0,06:39:00,Chipping Sparrow,False,False,5 - 7.5 min,Male,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179124.0,06:39:00,Northern Cardinal,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Passerina cyanea,INBU,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179150.0,06:39:00,Indigo Bunting,True,False,0-2.5 min,Male,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Zenaida macroura,MODO,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,177125.0,06:39:00,Mourning Dove,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Cyanocitta cristata,BLJA,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Calling,Cloudy/Overcast,179680.0,06:39:00,Blue Jay,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Cardinalis cardinalis,NOCA,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179124.0,06:39:00,Northern Cardinal,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Molothrus ater,BHCO,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,179112.0,06:39:00,Brown-headed Cowbird,False,False,0-2.5 min,Male,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Poecile carolinensis,CACH,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Calling,Cloudy/Overcast,554383.0,06:39:00,Carolina Chickadee,True,False,0-2.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Thryothorus ludovicianus,CARW,2018-05-22,No effect on count,False,False,,79.5,20.2000007629395,06:49:00,Singing,Cloudy/Overcast,178581.0,06:39:00,Carolina Wren,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Pipilo erythrophthalmus,EATO,2018-05-22,No effect on count,False,True,,79.5,20.2000007629395,06:49:00,Calling,Cloudy/Overcast,179276.0,06:39:00,Eastern Towhee,True,False,0-2.5 min,Undetermined,ANTI,ANTI-0027,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Icterus galbula,BAOR,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179083.0,07:29:00,Baltimore Oriole,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Cardinalis cardinalis,NOCA,2018-05-22,Slight effect on count,False,True,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179124.0,07:29:00,Northern Cardinal,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,Slight effect on count,False,True,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179124.0,07:29:00,Northern Cardinal,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Dumetella carolinensis,GRCA,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Calling,Cloudy/Overcast,178625.0,07:29:00,Gray Catbird,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Pipilo erythrophthalmus,EATO,2018-05-22,Slight effect on count,False,True,,84.4000015258789,20.2000007629395,07:39:00,Calling,Cloudy/Overcast,179276.0,07:29:00,Eastern Towhee,True,False,0-2.5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,50 - 100 Meters,Hylocichla mustelina,WOTH,2018-05-22,Slight effect on count,True,True,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179777.0,07:29:00,Wood Thrush,True,False,0-2.5 min,Male,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,50 - 100 Meters,Myiarchus crinitus,GCFL,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Calling,Cloudy/Overcast,178309.0,07:29:00,Great Crested Flycatcher,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,,Corvus,UNCR,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Visualization,Cloudy/Overcast,179724.0,07:29:00,Unidentified Crow,False,True,5 - 7.5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,50 - 100 Meters,Eremophila alpestris,HOLA,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,554256.0,07:29:00,Horned Lark,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Molothrus ater,BHCO,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179112.0,07:29:00,Brown-headed Cowbird,False,False,2.5 - 5 min,Male,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,50 - 100 Meters,Passerina cyanea,INBU,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,179150.0,07:29:00,Indigo Bunting,True,False,5 - 7.5 min,Male,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Turdus migratorius,AMRO,2018-05-22,Slight effect on count,False,False,,84.4000015258789,20.2000007629395,07:39:00,Calling,Cloudy/Overcast,179759.0,07:29:00,American Robin,False,False,5 - 7.5 min,Undetermined,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Calm (< 1 mph) smoke rises vertically,<= 50 Meters,Contopus virens,EAWP,2018-05-22,Slight effect on count,False,True,,84.4000015258789,20.2000007629395,07:39:00,Singing,Cloudy/Overcast,178359.0,07:29:00,Eastern Wood-Pewee,True,False,0-2.5 min,Male,ANTI,ANTI-0018,2018,Elizabeth Oswald,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Icterus spurius,OROR,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179064.0,06:43:00,Orchard Oriole,False,False,5 - 7.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Passerina cyanea,INBU,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179150.0,06:43:00,Indigo Bunting,True,False,2.5 - 5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,,Bombycilla cedrorum,CEDW,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Visualization,Cloudy/Overcast,178532.0,06:43:00,Cedar Waxwing,False,True,5 - 7.5 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Poecile carolinensis,CACH,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Calling,Cloudy/Overcast,554383.0,06:43:00,Carolina Chickadee,True,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179124.0,06:43:00,Northern Cardinal,False,False,5 - 7.5 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Spizella passerina,CHSP,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179435.0,06:43:00,Chipping Sparrow,False,False,2.5 - 5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Ammodramus savannarum,GRSP,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179333.0,06:43:00,Grasshopper Sparrow,False,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Geothlypis trichas,COYE,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,178944.0,06:43:00,Common Yellowthroat,False,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Spizella pusilla,FISP,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179443.0,06:43:00,Field Sparrow,True,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Spizella pusilla,FISP,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179443.0,06:43:00,Field Sparrow,True,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Cardinalis cardinalis,NOCA,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179124.0,06:43:00,Northern Cardinal,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Pipilo erythrophthalmus,EATO,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179276.0,06:43:00,Eastern Towhee,True,False,2.5 - 5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Icterus galbula,BAOR,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179083.0,06:43:00,Baltimore Oriole,False,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Thryothorus ludovicianus,CARW,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,178581.0,06:43:00,Carolina Wren,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Melanerpes carolinus,RBWO,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Calling,Cloudy/Overcast,178195.0,06:43:00,Red-bellied Woodpecker,False,False,0-2.5 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Ammodramus savannarum,GRSP,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,179333.0,06:43:00,Grasshopper Sparrow,False,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,50 - 100 Meters,Contopus virens,EAWP,2018-05-22,No effect on count,False,True,,72.3000030517578,21.2000007629395,06:53:00,Singing,Cloudy/Overcast,178359.0,06:43:00,Eastern Wood-Pewee,True,False,0-2.5 min,Male,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light breeze (4-7 mph) wind felt on face,<= 50 Meters,Molothrus ater,BHCO,2018-05-22,No effect on count,False,False,,72.3000030517578,21.2000007629395,06:53:00,Calling,Cloudy/Overcast,179112.0,06:43:00,Brown-headed Cowbird,False,False,2.5 - 5 min,Undetermined,ANTI,ANTI-0105,2018,Kimberly Serno,1
Grassland,Light air movement (1-3 mph) smoke drifts,<= 50 Meters,Polioptila caerulea,BGGN,2018-05-22,No effect on count,False,False,,74.1999969482422,21.3999996185303,07:12:00,Calling,Cloudy/Overcast,179853.0,07:02:00,Blue-gray Gnatcatcher,False,False,7.5 - 10 min,Undetermined,ANTI,ANTI-0090,2018,Kimberly Serno,1
